dac_path,label,split
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackStorkCalls27009.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagellanicPenguin84140.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SatinBowerbirdC45059.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WedgeTailedShear47072.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ScreamingPihaCu24103.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CurlewMcuhoarse12110.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MuteSwan40taki85269.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AvocetAlarmcall31062.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BareThroatedBell16228.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CasquedOropendola52137.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreaterFlamingo48052.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GrayCatbirdMCU62022.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/VillageWeaverCa60078.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreyHeronGreeti27041.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/PaintedStorkBil54007.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ShiningSunbirdM14190.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedBreastedGoose19081.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChucaoTapaculoC56196.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KittiwakeCucall94075.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HerringGullLow56051.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreyHeronCalls28153.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/EuropeanRavenMd18007.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChimangoCaracara83239.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke10041.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SandhillCraneCa23026.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KakaCucallsfro42045.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/VogelkopGardener4062.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteFrontedGoos22009.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedBilledHornbil69095.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackNestSwiftle59026.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AdeliePenguinCU210.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/StonechatScoldin55041.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HawkOwlMCUcall64321.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreatSkuaCalls37042.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FeralRockDoveM43092.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SouthernLapwing83126.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedshankFlightc90035.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DunnockAlarmand91003.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MallardMcuwing98265.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BuffBelliedPipit64178.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChoughCallsofp4263.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackMambaCUhi20154.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedFootedBooby47077.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteBreastedWat8091.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ForsterSCaracara20140.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SpottedCatbirdc24111.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedWingedBlackbi63082.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MallardCallsLon2215.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LongTailedTitC53124.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackHeadedGull90016.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HudsonianGodwit69077.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenEagleEagl21195.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CanaryCallnote3217.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreenHoneyeater93039.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackSicklebill4080.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenEagleEagl21198.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke91062.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CommonBuzzardTw51194.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreaterHillMynah64149.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreyBackedTern60066.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HouseWrenMCUso64243.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AndeanGullMcua40070.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackKiteHigha3181.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LittleGreenbulM15149.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FulmarCallscuf29100.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CanadaGooseBc16302.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AfricanGreyHornb65139.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChurchyardBeside85346.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CommonPeafowlCu12077.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/YellowhammerCUM92060.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke40066.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke84034.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke91177.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AvocetAlarmcall87135.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DunlinMCUcalls5114.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RobinAutumnsong76204.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TundraSwanMCUc58238.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ArcticSkuaSever32123.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreenHoneyeater50002.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SnowyEgretCUca60121.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreatSkuaCalls57121.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedCrestedPochar48039.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagellanicPenguin90068.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MistleThrushAdu64145.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SuricateMcualar77156.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/YellowNapedAmazo10102.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SkylarkAdultfee58089.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RiflemanCucalls45044.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackcapMimicry63058.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrentGooseCufe78205.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SnowGooseMcufl59106.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenOrioleTyp86035.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MourningWheatear61014.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldcrestCusong76216.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KingBirdOfParad21023.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BarbaryShrikeCa61052.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RookRookeryatmo91034.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedKnotEvening2050.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KokakoCusongD41104.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TuftedTitmouseM62288.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenPloverSin82180.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TakaheCuawarene28166.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FlamedBowerbird9135.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackHeadedGull12048.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke91077.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagellanicPenguin90066.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrownPelicanCal25095.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreyBackedCamaro60081.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackCappedSocia59226.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SilktailCucalls46093.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke84039.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FirecrestCusong46090.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LargeGroundFinch51063.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WarblerSpMcuw16009.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BonelliSWarbler53087.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HoopoeAdultcall93011.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SpottedSandgrouse63152.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldcrestSongIn78212.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlueFootedBooby25127.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SpineTailedLogru51215.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/YellowBilledOxpe51068.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AustralWrenSong54127.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedWingedBlackbi47132.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlacksmithPlover51074.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LapwingHatching52215.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/IbisBillCumd40053.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AzureWingedMagpi34098.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedCrestedPochar16254.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagnificentBirdO21032.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CrestedAukletCU36069.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedBilledGullH66104.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrentGooseMcuc21136.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AndeanGooseCuc64297.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackHeadedPlove73044.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BurrowingOwlCu51017.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/EiderCucallsfr10001.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TawnyOwlMcucal50223.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SmithSLongspur64327.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BoatTailedGrackl64255.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CoalTitCall(ra50236.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CollaredDoveSon87003.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/NorthernCrombec65114.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RazorbillCumc92065.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackHeadedGull18126.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrownCrestedFlyc59213.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagellanicPenguin90067.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SpottedRedshank85070.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TawnyEagleMcub20079.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SouthernBlackBac43113.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/JackdawMdcuc25025.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LittleOwlThree98204.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SnowGooseCUflo53200.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/OspreyChickscal20121.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagnoliaWarbler64207.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/OystercatcherAla78257.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AndeanCockOfThe52033.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ScreamingPihaCu24099.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/EuropeanRavenVa18017.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackburnianWarbl64205.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HoodMockingbird2155.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FeralRockDoveP19084.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteRumpedShama46147.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BronzeMannikinC61058.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagpiePairchatt12106.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CirlBuntingSong69026.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ScottishCrossbill76247.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DotterelAwarenes29048.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MalaysianTreePie87088.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreatSkuaMdc37047.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MuskDuckSounds17179.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AncientMurrelet16112.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TristramSBunting34051.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SpottedSandgrouse63151.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LesserBlackBacke10026.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BewickSSwanCon82254.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenPloverFli26138.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/EiderCucallsfr88038.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HoneyeaterMculo8194.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CarolinaWrenMCU68055.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HouseWrenMcuso64280.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FrilledCoquetteH2124.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RedWingedBlackbi47130.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/StripeBackedWren80120.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BoatTailedGrackl64233.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DuskyGullCucal31014.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlackHeadedButch92003.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/PtarmiganCuwing19224.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GambelSQuailMC59218.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChiffchaffCuson43106.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChurchyardWiths91030.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GambelSQuailMC62165.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CommonBuzzardTw55039.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteFacedWhistl63173.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RainbowLorikeet51020.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CommonCrowPheasa69121.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/PheasantChicks45116.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenEagleEagl21199.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AdeliePenguinCU5058.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/OilbirdCUechol56167.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LittleTernCUca55108.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ArabianBabblerC61017.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AdeliePenguinPr5055.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DunlinCumcuc38042.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ToothBilledCatbi44023.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/FlappetLarkMCU21221.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GoldenHeadedMana61110.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SulphurBreastedM42023.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/CettiSWarblerC36049.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MagpieGooseAppr16001.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrownCheekedHorn95241.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TuftedTitmouseM58120.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BrownHeadedCowbi13166.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TawnyOwlMalem91159.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AfricanHillBabbl15153.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ShortToedLarkS58212.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LaysanAlbatross47089.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KingPenguinCuc95146.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GannetColonymcu22104.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/AmericanKestrel59107.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KakaCuextremea42040.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ChubbSCisticola35008.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SavannahSparrow60153.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HuttonSVireoCu60139.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteBelliedGoA10075.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/DoubleSpurredFra72125.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/GreenTailedTowhe64283.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WesternCapercaill16206.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/RazorbillCualar92076.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MeadowPipitCont87083.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BudgerigarCUflo59129.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteTernCalls2182.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/WhiteThroatedRai63162.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/SnowGooseMcuca59184.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ScarletMacawFli54057.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/TuftedPuffinCU64005.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/KingPenguinCall95156.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BuffBelliedPipit64177.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HoopoeAdultcall93013.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/MistletoeFlowerpe9024.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/BlueTitCallsof69040.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/HummingbirdsSome8050.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/OystercatcherVar87114.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/ShortToedLarkS58214.dac,birds,train
data/codes-mono-win=10/prosound/train/BBC Nature Sound Effects Library/Birds/LittleYellowFlyc43111.dac,birds,train
